'one': [19238, 49] 
'enrich': [41, 15] 
'insensibility': [41, 8] 
'unpleasant': [41, 13] 
'imprisonment': [41, 13] 
'travels': [41, 10] 
'tooth': [41, 15] 
'chide': [41, 17] 
'sojourn': [41, 7] 
'discouraged': [41, 14] 
'obstacle': [41, 16] 
'torrent': [41, 12] 
'suns': [41, 16] 
'wonted': [41, 9] 
'prompted': [41, 14] 
'unfortunately': [41, 18] 
'en': [41, 10] 
'junos': [41, 5] 
'immoderate': [41, 11] 
'enjoined': [41, 9] 
'brand': [41, 13] 
'visiting': [41, 19] 
'infernal': [41, 9] 
'flashed': [41, 8] 
'expedients': [41, 14] 
'hurriedly': [41, 8] 
'148': [41, 6] 
'149': [41, 6] 
'151': [41, 7] 
'185': [41, 5] 
'229': [41, 4] 
'frail': [41, 12] 
'porphyry': [41, 2] 
'relics': [41, 11] 
'ensue': [41, 16] 
'sarah': [41, 4] 
'lombardy': [41, 5] 
'dido': [41, 12] 
'enemy’s': [41, 6] 
'thanked': [41, 9] 
'amends': [41, 19] 
'withhold': [41, 16] 
'confinement': [41, 12] 
'reducing': [41, 14] 
'wherewithal': [41, 7] 
'victuals': [41, 7] 
'“did': [41, 5] 
'morally': [41, 11] 
'traditions': [41, 11] 
'businesse': [41, 1] 
'thereunto': [41, 6] 
'owne': [41, 1] 
'stations': [41, 12] 
'folded': [41, 15] 
'amaziah': [41, 2] 
'library': [41, 8] 
'romantic': [41, 13] 
'distances': [41, 7] 
'observer': [41, 14] 
'technical': [41, 8] 
'gall': [41, 17] 
'etiam': [41, 4] 
'sighing': [41, 13] 
'stepped': [41, 12] 
'beak': [41, 8] 
'liberalism': [41, 4] 
'physiological': [41, 2] 
'“yes”': [41, 5] 
'moan': [41, 15] 
'twain': [41, 14] 
'om': [41, 3] 
'est”': [41, 2] 
'urn': [41, 7] 
'zechariah': [41, 1] 
'613': [41, 1] 
'shemaiah': [41, 1] 
'drivn': [41, 2] 
'betrayd': [41, 2] 
'quaes': [41, 1] 
'carmichael': [41, 1] 
'alon': [41, 1] 
'horizon': [40, 14] 
'parental': [40, 13] 
'planet': [40, 8] 
'politicians': [40, 12] 
'“may': [40, 6] 
'horrors': [40, 20] 
'murderous': [40, 13] 
'conference': [40, 19] 
'comparatively': [40, 16] 
'orator': [40, 18] 
'piercing': [40, 14] 
'sheer': [40, 13] 
'retirement': [40, 10] 
'snake': [40, 15] 
'revive': [40, 18] 
'prone': [40, 15] 
'fox': [40, 13] 
'retail': [40, 7] 
'ivory': [40, 11] 
'fairer': [40, 17] 
'lamentations': [40, 9] 
'chased': [40, 14] 
'cups': [40, 11] 
'correctly': [40, 14] 
'accent': [40, 13] 
'unconsciously': [40, 13] 
'mentioning': [40, 14] 
'analysis': [40, 13] 
'hardness': [40, 14] 
'suppress': [40, 19] 
'creep': [40, 18] 
'discontent': [40, 22] 
'degrading': [40, 15] 
'paltry': [40, 15] 
'residue': [40, 6] 
'lye': [40, 4] 
'deviation': [40, 12] 
'uncovered': [40, 12] 
'drown': [40, 19] 
'products': [40, 12] 
'administer': [40, 12] 
'echo': [40, 20] 
'perceives': [40, 18] 
'shrewd': [40, 10] 
'ascended': [40, 13] 
'counting': [40, 15] 
'chaos': [40, 19] 
'repel': [40, 20] 
'sternly': [40, 9] 
'arrogant': [40, 16] 
'forfeited': [40, 15] 
'assisted': [40, 16] 
'badness': [40, 14] 
'lakes': [40, 12] 
'safer': [40, 16] 
'definitions': [40, 11] 
'aristophanes': [40, 3] 
'ceasing': [40, 17] 
'regiment': [40, 9] 
'enriched': [40, 12] 
'dissensions': [40, 11] 
'precaution': [40, 16] 
'vigilance': [40, 16] 
'lacking': [40, 14] 
'specifically': [40, 8] 
'attractive': [40, 16] 
'revolve': [40, 5] 
'liar': [40, 16] 
'systematic': [40, 9] 
'nero': [40, 11] 
'web': [40, 19] 
'egg': [40, 14] 
'removal': [40, 13] 
'conservation': [40, 9] 
'foolishness': [40, 7] 
'commendation': [40, 12] 
'comforts': [40, 18] 
'rashly': [40, 13] 
'rarity': [40, 11] 
'tarquin': [40, 7] 
'inquired': [40, 14] 
'restraining': [40, 11] 
'offending': [40, 19] 
'108': [40, 5] 
'109': [40, 6] 
'155': [40, 7] 
'worships': [40, 8] 
'163': [40, 6] 
'reproductive': [40, 2] 
'levity': [40, 9] 
'scrupulous': [40, 12] 
'320': [40, 6] 
'inhabiting': [40, 7] 
'idol': [40, 11] 
'versed': [40, 16] 
'421': [40, 3] 
'meadows': [40, 13] 
'languishing': [40, 10] 
'u': [40, 4] 
'philistine': [40, 5] 
'canal': [40, 8] 
'june': [40, 14] 
'comest': [40, 6] 
'inferno': [40, 5] 
'usurped': [40, 12] 
'substantive': [40, 4] 
'searched': [40, 12] 
'bathe': [40, 11] 
'out”': [40, 6] 
'thorough': [40, 23] 
'metaphysic': [40, 5] 
'alwayes': [40, 1] 
'911': [40, 3] 
'soule': [40, 1] 
'diligent': [40, 11] 
'viceroy': [40, 4] 
'bethlehem': [40, 2] 
'centres': [40, 8] 
'à': [40, 6] 
'pliny': [40, 6] 
'breeches': [40, 6] 
'pigeon': [40, 9] 
'lit': [40, 10] 
'profusion': [40, 8] 
'embarrassed': [40, 12] 
'crystal': [40, 12] 
'lease': [40, 7] 
'1st': [40, 6] 
'hedge': [40, 12] 
'spices': [40, 6] 
'denmark': [40, 5] 
'portuguese': [40, 4] 
'dung': [40, 8] 
'lacs': [40, 1] 
'ragged': [40, 9] 
'und': [40, 5] 
'covert': [40, 12] 
'711': [40, 2] 
'seir': [40, 2] 
'midian': [40, 2] 
'“have': [40, 7] 
'they’ll': [40, 9] 
'“be': [40, 6] 
'technology': [40, 1] 
'overlaid': [40, 5] 
'more”': [40, 6] 
'of”': [40, 4] 
'soup': [40, 4] 
'rodriguez': [40, 1] 
'leonela': [40, 1] 
'simonov': [40, 1] 
'briscoe': [40, 1] 
'titania': [40, 1] 
'crept': [39, 19] 
'wickedly': [39, 9] 
'syracuse': [39, 10] 
'russia': [39, 14] 
'fence': [39, 20] 
'link': [39, 15] 
'imagines': [39, 13] 
'includes': [39, 17] 
'dissatisfied': [39, 14] 
'irritated': [39, 15] 
'opens': [39, 19] 
'festival': [39, 15] 
'chairs': [39, 9] 
'moisture': [39, 10] 
'neglecting': [39, 18] 
'garlands': [39, 12] 
'exclude': [39, 20] 
'lifting': [39, 15] 
'weakest': [39, 19] 
'meddle': [39, 15] 
'harmonious': [39, 17] 
'finer': [39, 14] 
'impediment': [39, 14] 
'compels': [39, 15] 
'issuing': [39, 16] 
'assumption': [39, 16] 
'miraculous': [39, 13] 
'lasts': [39, 18] 
'attach': [39, 20] 
'travail': [39, 8] 
'invariable': [39, 14] 
'astronomers': [39, 3] 
'applauded': [39, 15] 
'abstinence': [39, 13] 
'nests': [39, 11] 
'conspire': [39, 12] 
'protector': [39, 12] 
'kills': [39, 18] 
'transition': [39, 18] 
'peers': [39, 16] 
'random': [39, 17] 
'imposes': [39, 12] 
'review': [39, 17] 
'outset': [39, 9] 
'lifeless': [39, 13] 
'stored': [39, 17] 
'colonists': [39, 7] 
'anciently': [39, 6] 
'notables': [39, 1] 
'repeatedly': [39, 13] 
'xviii': [39, 16] 
'covet': [39, 11] 
'mistrust': [39, 12] 
'pausanias': [39, 4] 
'split': [39, 20] 
'poorer': [39, 12] 
'sufficiency': [39, 8] 
'mainland': [39, 9] 
'notorious': [39, 14] 
'obeys': [39, 16] 
'voluptuous': [39, 12] 
'giver': [39, 15] 
'intensity': [39, 13] 
'zealous': [39, 15] 
'vex': [39, 13] 
'diogenes': [39, 8] 
'unacquainted': [39, 10] 
'laments': [39, 12] 
'destinies': [39, 9] 
'æneas': [39, 3] 
'fragrant': [39, 11] 
'frightful': [39, 14] 
'exhort': [39, 12] 
'twisted': [39, 16] 
'cruelly': [39, 17] 
'continents': [39, 8] 
'162': [39, 7] 
'stoical': [39, 5] 
'fore': [39, 19] 
'insults': [39, 14] 
'liquors': [39, 9] 
'sadness': [39, 16] 
'dragons': [39, 10] 
'distresses': [39, 9] 
'bereft': [39, 11] 
'516': [39, 2] 
'517': [39, 3] 
'operate': [39, 12] 
'expectations': [39, 17] 
'ambassador': [39, 13] 
'quitting': [39, 12] 
'stamped': [39, 14] 
'regardless': [39, 14] 
'discovers': [39, 13] 
'jurisprudence': [39, 8] 
'darknesse': [39, 1] 
'looketh': [39, 4] 
'cow': [39, 18] 
'appeareth': [39, 5] 
'vis': [39, 6] 
'standeth': [39, 6] 
'frighted': [39, 8] 
'untimely': [39, 16] 
'913': [39, 3] 
'812': [39, 2] 
'615': [39, 4] 
'prostrate': [39, 13] 
'sprinkle': [39, 8] 
'realise': [39, 10] 
'october': [39, 9] 
'peopled': [39, 12] 
'poultry': [39, 7] 
'escort': [39, 9] 
'sec': [39, 5] 
'disengage': [39, 6] 
'dam': [39, 14] 
'sixpence': [39, 3] 
'apprenticeship': [39, 4] 
'fleece': [39, 7] 
'banking': [39, 2] 
'annuity': [39, 2] 
'australia': [39, 2] 
'socialism': [39, 4] 
'digged': [39, 2] 
'hybrid': [39, 2] 
'world’s': [39, 9] 
'snakes': [39, 8] 
'day’s': [39, 12] 
'ghastly': [39, 10] 
'wasn’t': [39, 3] 
'time”': [39, 6] 
'peerless': [39, 5] 
'ai': [39, 3] 
'upstairs': [39, 4] 
'614': [39, 1] 
'710': [39, 1] 
'712': [39, 1] 
'713': [39, 1] 
'saidst': [39, 4] 
'sawest': [39, 3] 
'vail': [39, 2] 
'ephah': [39, 1] 
'merari': [39, 1] 
'basilio': [39, 1] 
'quiteria': [39, 1] 
'imperfectly': [38, 12] 
'drum': [38, 15] 
'halls': [38, 9] 
'solemnity': [38, 20] 
'forlorn': [38, 15] 
'addresses': [38, 16] 
'hebrews': [38, 9] 
'veiled': [38, 13] 
'traced': [38, 19] 
'ally': [38, 18] 
'stealing': [38, 18] 
'sailing': [38, 14] 
'prescribes': [38, 14] 
'guessed': [38, 12] 
'abiding': [38, 10] 
'stooping': [38, 12] 
'loaves': [38, 6] 
'truest': [38, 18] 
'lawyer': [38, 13] 
'fancying': [38, 12] 
'settling': [38, 16] 
'freeman': [38, 11] 
'discerning': [38, 19] 
'swimming': [38, 12] 
'meals': [38, 10] 
'deformed': [38, 15] 
'coincide': [38, 10] 
'visage': [38, 13] 
'costly': [38, 18] 
'encouraging': [38, 17] 
'citadel': [38, 10] 
'faithless': [38, 13] 
'multiplication': [38, 9] 
'lacedaemon': [38, 7] 
'compounded': [38, 14] 
'impelled': [38, 18] 
'qualifications': [38, 14] 
'honors': [38, 7] 
'xvii': [38, 15] 
'electors': [38, 4] 
'engines': [38, 13] 
'heights': [38, 17] 
'onset': [38, 9] 
'apples': [38, 13] 
'appeased': [38, 13] 
'rigid': [38, 17] 
'overlooked': [38, 19] 
'hangs': [38, 19] 
'begot': [38, 12] 
'claws': [38, 15] 
'augustine': [38, 5] 
'afflictions': [38, 11] 
'suppressed': [38, 18] 
'guise': [38, 10] 
'unheard': [38, 15] 
'dictated': [38, 16] 
'vouchsafed': [38, 10] 
'consecrate': [38, 10] 
'baptist': [38, 6] 
'dreaded': [38, 14] 
'bleed': [38, 13] 
'meek': [38, 11] 
'sucking': [38, 18] 
'236': [38, 8] 
'testified': [38, 9] 
'323': [38, 4] 
'325': [38, 6] 
'ministered': [38, 2] 
'threatens': [38, 14] 
'422': [38, 4] 
'prepares': [38, 13] 
'eleventh': [38, 13] 
'jewel': [38, 17] 
'noticing': [38, 12] 
'whithersoever': [38, 5] 
'mar': [38, 17] 
'deer': [38, 17] 
'transgress': [38, 13] 
'verbs': [38, 6] 
'lessen': [38, 17] 
'misconduct': [38, 10] 
'lends': [38, 15] 
'marquis': [38, 9] 
'forts': [38, 9] 
'highway': [38, 12] 
'henceforward': [38, 11] 
'proceedeth': [38, 4] 
'petition': [38, 14] 
'716': [38, 2] 
'910': [38, 2] 
'810': [38, 2] 
'715': [38, 2] 
'faintly': [38, 15] 
'sturdy': [38, 12] 
'gallantry': [38, 7] 
'trusty': [38, 14] 
'gird': [38, 7] 
'guinea': [38, 7] 
'vivacity': [38, 8] 
'unfold': [38, 19] 
'abhorred': [38, 15] 
'mariners': [38, 13] 
'waggon': [38, 7] 
'brood': [38, 15] 
'missing': [38, 16] 
'nihil': [38, 4] 
'spurs': [38, 13] 
'stare': [38, 13] 
'ohio': [38, 2] 
'journeyed': [38, 5] 
'quae': [38, 2] 
'northward': [38, 6] 
'nectar': [38, 6] 
'damn': [38, 10] 
'912': [38, 2] 
'lycians': [38, 2] 
'heave': [38, 7] 
'714': [38, 1] 
'811': [38, 1] 
'813': [38, 1] 
'heshbon': [38, 1] 
'abideth': [38, 4] 
'labring': [38, 2] 
'oppressd': [38, 2] 
'receivd': [38, 2] 
'movd': [38, 2] 
'boetie': [38, 1] 
'fer': [38, 2] 
'hamete': [38, 1] 
'hertfordshire': [38, 1] 
'elizabeth’s': [38, 1] 
'lydia’s': [38, 1] 
'polenka': [38, 1] 
'steevens': [38, 1] 
'respectful': [37, 16] 
'sacrilegious': [37, 8] 
'anti': [37, 11] 
'planting': [37, 15] 
'mechanical': [37, 17] 
'worshipping': [37, 9] 
'traffic': [37, 12] 
'babe': [37, 17] 
'caprice': [37, 13] 
'sabbaths': [37, 3] 
'abstraction': [37, 10] 
'prose': [37, 12] 
'amusing': [37, 13] 
'refuses': [37, 13] 
'escaping': [37, 18] 
'blushing': [37, 13] 
'variance': [37, 18] 
'displease': [37, 17] 
'involuntarily': [37, 11] 
'suggestion': [37, 21] 
'spirited': [37, 12] 
'hearers': [37, 17] 
'hurts': [37, 14] 
'lamenting': [37, 15] 
'rhythm': [37, 8] 
'robust': [37, 11] 
'suffrage': [37, 5] 
'invades': [37, 10] 
'chiefest': [37, 12] 
'indignant': [37, 20] 
'disputing': [37, 14] 
'fitness': [37, 17] 
'feasting': [37, 14] 
'pulling': [37, 20] 
'childrens': [37, 10] 
'workmanship': [37, 14] 
'radiant': [37, 12] 
'snatch': [37, 13] 
'vivid': [37, 13] 
'catching': [37, 18] 
'defer': [37, 17] 
'correlation': [37, 3] 
'flatterers': [37, 14] 
'despising': [37, 17] 
'carelessness': [37, 15] 
'encourages': [37, 10] 
'discontented': [37, 18] 
'uniting': [37, 14] 
'refusal': [37, 16] 
'pythagoras': [37, 7] 
'meadow': [37, 8] 
'cultivators': [37, 5] 
'dearth': [37, 10] 
'permits': [37, 15] 
'counter': [37, 19] 
'deliberations': [37, 9] 
'thracian': [37, 9] 
'steward': [37, 12] 
'macedonia': [37, 7] 
'magnitude': [37, 11] 
'strives': [37, 14] 
'resulted': [37, 15] 
'displays': [37, 12] 
'escapes': [37, 16] 
'perceptible': [37, 11] 
'reformed': [37, 13] 
'intimacy': [37, 12] 
'linked': [37, 14] 
'ostentation': [37, 14] 
'dejected': [37, 12] 
'mightest': [37, 4] 
'heaped': [37, 17] 
'juice': [37, 14] 
'filth': [37, 17] 
'dig': [37, 18] 
'perforce': [37, 15] 
'kisses': [37, 10] 
'spots': [37, 14] 
'quenched': [37, 9] 
'ointment': [37, 7] 
'doomed': [37, 14] 
'invoke': [37, 12] 
'vehemently': [37, 9] 
'propitious': [37, 11] 
'valerius': [37, 3] 
'bushels': [37, 7] 
'boasting': [37, 17] 
'crops': [37, 8] 
'explains': [37, 15] 
'fashioned': [37, 11] 
'withheld': [37, 13] 
'disapprove': [37, 9] 
'231': [37, 6] 
'233': [37, 6] 
'234': [37, 5] 
'235': [37, 5] 
'wield': [37, 13] 
'precarious': [37, 11] 
'cant': [37, 12] 
'dieth': [37, 5] 
'518': [37, 3] 
'solicitous': [37, 6] 
'tuscany': [37, 8] 
'unexpectedly': [37, 12] 
'compassionate': [37, 14] 
'concur': [37, 10] 
'bases': [37, 6] 
'814': [37, 3] 
'“where': [37, 6] 
'stoop': [37, 19] 
'exploit': [37, 14] 
'scandal': [37, 16] 
'politique': [37, 4] 
'indiscretion': [37, 11] 
'morall': [37, 1] 
'deputies': [37, 10] 
'sinne': [37, 1] 
'blowing': [37, 12] 
'griefs': [37, 14] 
'poland': [37, 8] 
'vale': [37, 9] 
'smuggling': [37, 4] 
'hoarse': [37, 13] 
'damp': [37, 12] 
'fortnight': [37, 9] 
'radical': [37, 11] 
'heath': [37, 8] 
'ale': [37, 5] 
'visitors': [37, 8] 
'hapless': [37, 9] 
'frowning': [37, 12] 
'droll': [37, 2] 
'cliff': [37, 10] 
'clasped': [37, 10] 
'children’s': [37, 7] 
'waist': [37, 14] 
'waving': [37, 11] 
'cough': [37, 7] 
'oceanus': [37, 2] 
'teucer': [37, 3] 
'914': [37, 2] 
'camest': [37, 3] 
'sihon': [37, 1] 
'gibeon': [37, 1] 
'ahaziah': [37, 1] 
'jehoiakim': [37, 1] 
'returnd': [37, 2] 
'brother”': [37, 5] 
'right”': [37, 2] 
'majordomo': [37, 1] 
'liza': [37, 1] 
'threatening': [36, 18] 
'contended': [36, 16] 
'startled': [36, 13] 
'card': [36, 10] 
'arrayed': [36, 12] 
'devoid': [36, 14] 
'describes': [36, 18] 
'doubled': [36, 20] 
'alarms': [36, 10] 
'deposit': [36, 9] 
'democratical': [36, 3] 
'faulty': [36, 12] 
'enumerated': [36, 13] 
'obtains': [36, 19] 
'originate': [36, 12] 
'asserts': [36, 13] 
'magicians': [36, 8] 
'progeny': [36, 9] 
'pouring': [36, 15] 
'commanders': [36, 10] 
'rapture': [36, 13] 
'unbecoming': [36, 12] 
'nobly': [36, 23] 
'intemperance': [36, 14] 
'habitations': [36, 12] 
'geometrical': [36, 11] 
'auspices': [36, 11] 
'dragging': [36, 15] 
'depriving': [36, 12] 
'mutiny': [36, 10] 
'aspire': [36, 16] 
'referring': [36, 18] 
'rack': [36, 14] 
'comprehension': [36, 17] 
'disobey': [36, 15] 
'100': [36, 12] 
'citizenship': [36, 11] 
'whit': [36, 18] 
'unanimous': [36, 16] 
'trample': [36, 19] 
'despises': [36, 14] 
'cultivating': [36, 15] 
'thales': [36, 8] 
'temperament': [36, 15] 
'bidden': [36, 9] 
'tarried': [36, 5] 
'deposits': [36, 7] 
'spartans': [36, 11] 
'suggests': [36, 18] 
'accountable': [36, 8] 
'modify': [36, 9] 
'contracting': [36, 11] 
'gulf': [36, 17] 
'disgraced': [36, 16] 
'grasping': [36, 15] 
'betrothed': [36, 8] 
'priesthood': [36, 9] 
'spectacles': [36, 13] 
'utterance': [36, 16] 
'resume': [36, 19] 
'scent': [36, 17] 
'bigger': [36, 10] 
'appease': [36, 17] 
'digest': [36, 14] 
'recovering': [36, 15] 
'memories': [36, 16] 
'remission': [36, 8] 
'rows': [36, 12] 
'detached': [36, 13] 
'transformation': [36, 7] 
'misled': [36, 14] 
'comprehends': [36, 13] 
'sparing': [36, 17] 
'idly': [36, 15] 
'lain': [36, 13] 
'affront': [36, 15] 
'commendable': [36, 12] 
'inconsiderable': [36, 13] 
'goose': [36, 20] 
'turbulent': [36, 13] 
'extraordinarily': [36, 10] 
'decius': [36, 4] 
'extremities': [36, 13] 
'lucilius': [36, 3] 
'175': [36, 5] 
'thereafter': [36, 14] 
'195': [36, 9] 
'201': [36, 7] 
'physics': [36, 9] 
'anointing': [36, 5] 
'masculine': [36, 11] 
'avowed': [36, 10] 
'macedon': [36, 9] 
'corruptible': [36, 8] 
'tyrian': [36, 4] 
'420': [36, 3] 
'stumbling': [36, 13] 
'finite': [36, 7] 
'frost': [36, 22] 
'francesco': [36, 3] 
'november': [36, 10] 
'commissioners': [36, 8] 
'spit': [36, 15] 
'etruscans': [36, 1] 
'plumes': [36, 9] 
'francis': [36, 12] 
'hardest': [36, 16] 
'despatch': [36, 5] 
'magis': [36, 6] 
'disposing': [36, 16] 
'breaches': [36, 11] 
'insupportable': [36, 10] 
'“at': [36, 6] 
'chinese': [36, 14] 
'whereunto': [36, 3] 
'externall': [36, 1] 
'haunt': [36, 17] 
'wisdome': [36, 1] 
'stricken': [36, 13] 
'universall': [36, 1] 
'incorporeall': [36, 1] 
'witnesse': [36, 1] 
'whomsoever': [36, 10] 
'tithes': [36, 5] 
'nun': [36, 6] 
'concepts': [36, 4] 
'inexplicable': [36, 8] 
'territorial': [36, 6] 
'april': [36, 12] 
'canvas': [36, 8] 
'exchequer': [36, 4] 
'novels': [36, 8] 
'demerit': [36, 3] 
'brooding': [36, 15] 
'colleges': [36, 7] 
'inch': [36, 18] 
'customers': [36, 5] 
'seventeen': [36, 10] 
'coal': [36, 7] 
'tin': [36, 5] 
'madeira': [36, 4] 
'brooks': [36, 6] 
'ribs': [36, 14] 
'oceanic': [36, 1] 
'southward': [36, 4] 
'silurian': [36, 1] 
'up”': [36, 6] 
'angrily': [36, 9] 
'“i’ll': [36, 4] 
'fist': [36, 10] 
'awoke': [36, 8] 
'gleaming': [36, 5] 
'kissing': [36, 11] 
'915': [36, 1] 
'1011': [36, 1] 
'jezreel': [36, 1] 
'ramah': [36, 1] 
'name’s': [36, 6] 
'vanquishd': [36, 2] 
'famd': [36, 2] 
'conquerd': [36, 2] 
'e’er': [36, 10] 
'forster': [36, 1] 
'marmeladov': [36, 1] 
'ramsays': [36, 1] 
'prospero': [36, 1] 
'stately': [35, 14] 
'coldness': [35, 7] 
'tramp': [35, 7] 
'disparity': [35, 8] 
'sticks': [35, 19] 
'lash': [35, 15] 
'blasphemy': [35, 13] 
'hypocrisy': [35, 16] 
'rudely': [35, 13] 
'statements': [35, 12] 
'significance': [35, 12] 
'improving': [35, 16] 
'refinement': [35, 13] 
'mocking': [35, 14] 
'dialectic': [35, 8] 
'bewildered': [35, 10] 
'reluctance': [35, 15] 
'apology': [35, 14] 
'phenomenon': [35, 13] 
'grammar': [35, 12] 
'significant': [35, 12] 
'entreaties': [35, 9] 
'ending': [35, 18] 
'proving': [35, 19] 
'olives': [35, 12] 
'boil': [35, 13] 
'pupil': [35, 14] 
'rape': [35, 11] 
'imitative': [35, 5] 
'twofold': [35, 15] 
'crisis': [35, 12] 
'diseased': [35, 13] 
'adequate': [35, 14] 
'slower': [35, 13] 
'executing': [35, 14] 
'ado': [35, 10] 
'coats': [35, 12] 
'aiming': [35, 14] 
'participation': [35, 11] 
'powerless': [35, 15] 
'circuit': [35, 14] 
'angles': [35, 12] 
'irregularity': [35, 12] 
'promoting': [35, 14] 
'luxuries': [35, 7] 
'naught': [35, 19] 
'apparition': [35, 10] 
'glaucus': [35, 7] 
'statuary': [35, 3] 
'eligible': [35, 7] 
'impure': [35, 12] 
'popularity': [35, 12] 
'xvi': [35, 15] 
'amendment': [35, 13] 
'conspirators': [35, 9] 
'contradictory': [35, 16] 
'monuments': [35, 17] 
'insect': [35, 7] 
'halter': [35, 7] 
'vines': [35, 12] 
'excelled': [35, 11] 
'paradox': [35, 14] 
'calypso': [35, 3] 
'despairing': [35, 15] 
'middling': [35, 9] 
'recount': [35, 17] 
'qua': [35, 6] 
'incidental': [35, 9] 
'judgements': [35, 6] 
'sour': [35, 16] 
'subsists': [35, 11] 
'avenging': [35, 14] 
'refers': [35, 14] 
'scape': [35, 10] 
'bag': [35, 8] 
'disperse': [35, 14] 
'plea': [35, 14] 
'sensibly': [35, 12] 
'shifting': [35, 20] 
'chastisement': [35, 11] 
'sallust': [35, 4] 
'clemency': [35, 11] 
'compliance': [35, 16] 
'jephthah': [35, 4] 
'purify': [35, 10] 
'propagated': [35, 10] 
'hearty': [35, 19] 
'drama': [35, 11] 
'legions': [35, 13] 
'hazardous': [35, 11] 
'hooks': [35, 11] 
'rained': [35, 8] 
'proserpine': [35, 6] 
'153': [35, 5] 
'154': [35, 5] 
'156': [35, 7] 
'164': [35, 7] 
'182': [35, 6] 
'192': [35, 7] 
'193': [35, 7] 
'206': [35, 8] 
'protects': [35, 15] 
'terribly': [35, 14] 
'232': [35, 4] 
'237': [35, 6] 
'245': [35, 5] 
'palate': [35, 11] 
'324': [35, 2] 
'presumptuous': [35, 13] 
'falleth': [35, 3] 
'519': [35, 2] 
'thirteenth': [35, 14] 
'turk': [35, 8] 
'keys': [35, 13] 
'september': [35, 11] 
'verb': [35, 8] 
'baby': [35, 12] 
'affright': [35, 10] 
'mischiefs': [35, 13] 
'revived': [35, 14] 
'plight': [35, 11] 
'tacit': [35, 10] 
'omnia': [35, 5] 
'obliging': [35, 14] 
'resolutely': [35, 12] 
'diversion': [35, 9] 
'expire': [35, 10] 
'ecclesiasticall': [35, 1] 
'commandement': [35, 1] 
'unlawfull': [35, 1] 
'augmentation': [35, 5] 
'meditate': [35, 10] 
'michael': [35, 8] 
'lightnings': [35, 9] 
'defraying': [35, 4] 
'commune': [35, 10] 
'inquisition': [35, 9] 
'receipts': [35, 7] 
'conscientious': [35, 13] 
'canton': [35, 4] 
'mortified': [35, 11] 
'rope': [35, 10] 
'bustle': [35, 12] 
'darling': [35, 13] 
'dealer': [35, 6] 
'counties': [35, 2] 
'stockings': [35, 7] 
'bushel': [35, 7] 
'coffee': [35, 7] 
'boot': [35, 10] 
'1777': [35, 2] 
'chieftains': [35, 4] 
'strand': [35, 6] 
'mocked': [35, 10] 
'ab': [35, 4] 
'1831': [35, 4] 
'hewn': [35, 7] 
'naturalised': [35, 2] 
'transitional': [35, 1] 
'awhile': [35, 11] 
'“go': [35, 6] 
'heart”': [35, 7] 
'spouse': [35, 10] 
'phaeacians': [35, 1] 
'teiresias': [35, 2] 
'717': [35, 1] 
'1010': [35, 1] 
'1012': [35, 1] 
'murmured': [35, 5] 
'scatterd': [35, 2] 
'renewd': [35, 3] 
'reachd': [35, 2] 
'diego': [35, 1] 
'ricote': [35, 1] 
'ivanovna’s': [35, 1] 
'duncan': [35, 1] 
'lennox': [35, 1] 
'titinius': [35, 1] 
'emancipated': [34, 12] 
'allotted': [34, 15] 
'ascending': [34, 16] 
'forbidding': [34, 17] 
'beset': [34, 16] 
'swine': [34, 12] 
'highways': [34, 12] 
'pulpit': [34, 13] 
'abolish': [34, 13] 
'polemarchus': [34, 1] 
'implied': [34, 15] 
'polydamas': [34, 3] 
'arithmetic': [34, 11] 
'sufferers': [34, 13] 
'distraction': [34, 19] 
'inability': [34, 12] 
'dedicate': [34, 17] 
'cowards': [34, 16] 
'phantom': [34, 16] 
'menoetius': [34, 2] 
'stag': [34, 10] 
'pipe': [34, 11] 
'mightily': [34, 10] 
'fir': [34, 6] 
'softened': [34, 14] 
'mingle': [34, 17] 
'spell': [34, 17] 
'revolving': [34, 9] 
'rejection': [34, 13] 
'sharing': [34, 20] 
'talks': [34, 13] 
'coldly': [34, 13] 
'sagacity': [34, 14] 
'immovable': [34, 13] 
'literally': [34, 14] 
'ascent': [34, 15] 
'brighter': [34, 18] 
'thickness': [34, 7] 
'annoyed': [34, 12] 
'incidentally': [34, 11] 
'mares': [34, 8] 
'appropriated': [34, 16] 
'restoring': [34, 16] 
'preferable': [34, 14] 
'settlers': [34, 6] 
'begets': [34, 10] 
'cheerfulness': [34, 12] 
'undergoing': [34, 14] 
'spiteful': [34, 9] 
'intrinsic': [34, 11] 
'reasoned': [34, 10] 
'calculations': [34, 12] 
'firstfruits': [34, 3] 
'affording': [34, 13] 
'incorporated': [34, 10] 
'cyclops': [34, 5] 
'delivering': [34, 13] 
'fortuitous': [34, 9] 
'ignominy': [34, 14] 
'stays': [34, 17] 
'disgusting': [34, 13] 
'521': [34, 4] 
'frozen': [34, 16] 
'seventeenth': [34, 13] 
'edict': [34, 12] 
'entangled': [34, 14] 
'loathing': [34, 15] 
'hazards': [34, 9] 
'theatres': [34, 8] 
'slender': [34, 12] 
'earned': [34, 14] 
'apple': [34, 14] 
'beards': [34, 10] 
'152': [34, 4] 
'157': [34, 6] 
'176': [34, 7] 
'183': [34, 7] 
'197': [34, 6] 
'202': [34, 5] 
'243': [34, 6] 
'244': [34, 5] 
